Puzzle,Solution,Solution Count,
000008006100070000045600090090000000004006703816005040070000901000000570001000084,937458126168279435245613897793142658524896713816735249372584961489361572651927384,1,
060200000800041000001067092000000040000080000000000079400708006600010005070920001,763295814829341657541867392236579148957184263184632579412758936698413725375926481,1,
000130700000004000806950000030070460040000008700800000607000000980060300000591000,492138756573624891816957234138275469249316578765849123657483912981762345324591687,1,
023060000010000000400000000046500000000108040300000780067200810080350070100800020,723465198619783452458912367846597231275138946391624785567249813982351674134876529,1,
004000007900000000070010802850900130000000700030000080100002000290503010300000908,614258397982374651573619842856927134421835769739146285168492573297583416345761928,1,
180006059000000040000002801000061200000070000050000090010009060940080005000000078,182436759379815642465792831794561283238974516651328497817259364943687125526143978,1,
600000020000018900000700003002500070000032500005680100800120700000000060006379001,618953427734218956529764813382591674167432598945687132893126745271845369456379281,1,
000004009000050031100007820007000500000000072080000910000080050024700300000340000,358124769672859431149637825217963548935418672486572913793286154524791386861345297,1,
800390005000000000900085000004109080000002070501003402730000009000500108010000000,847391625153246897962785314274169583386452971591873462738614259629537148415928736,1,
601002097050000020040009031207400019000010600090000000004100000000005000000060050,681532497953741826742689531267458319435917682198326745524173968316895274879264153,1,
000050009070900040020000000460090030000001000009700005040000070207400056500060013,384152769175986342926374581462895137753621894819743625641539278237418956598267413,1,
900000007008090643050000800090000380160500000000001000000804000000760000000000039,932648517718295643654317892295476381167583924483921765529834176341769258876152439,1,
409000127000000430000002000000031080800000060310809240002040000030010000000007000,459683127726195438183472956264531789895724361317869245572948613938216574641357892,1,
003000002006094010000100003014070000090860040000003700600739080000000061000000000,143587692726394518985126473214975836397862145568413729651739284479258361832641957,1,
070004103000180070001305890010020000905040000004000007800000020000000000003508001,578294163392186574461375892617823459935647218284951637846719325159432786723568941,1,
000004000060000084000000205000007650073000001040012000830070406020000038004001500,352184769167529384489763215918347652273658941546912873831275496725496138694831527,1,
000007031030900008000005900009004000200800000000001040021000400070000500840010070,495287631132946758687135924319724865264853197758691243521379486973468512846512379,1,
900003002200010000073050800301000000600000000050000003028100000000709100010200056,965873412284916375173452869391524687642387591857691243728165934536749128419238756,1,
010000935060410000000000000000020070700050204005130009001070002600000700002095000,814762935569413827327589146198624573736958214245137689981376452653241798472895361,1,
000003020500700040036000900209500000400000600700000058040000009002005000090006802,974683125528719346136452987289561734453827691761394258647238519812975463395146872,1,
300002000947010000020490600000080000064000000710603000000001408000070200003000700,386752941947316825125498673239587164564129387718643592672931458491875236853264719,1,
000080000000004000008003050000000002903000710000710080004900130005007020802150040,569281374327594861418673259781365492953842716246719583674928135195437628832156947,1,
000000500700500006820000000900080620010600057050004009000876904480009000000000060,364921578791538246825467193943785621218693457657214389532876914486159732179342865,1,
005600000004000800300200140130008000000402008006539002000050320000000000800003005,915684273724391856368275149132768594597412638486539712649857321253146987871923465,1,
000010500000008010063020400000004076870000000300000100040000082000030000700800005,489613527527948613163725498215394876874156239396287154641579382958432761732861945,1,
000000502000200098000080300400800620070940000500070030000000000009050764008027000,816739542357264198924581376493815627672943815581672439745396281239158764168427953,1,
040000007000009356000300900700008030500090004600270000000050080300006702000802000,943685127872419356156327948794568231528193674631274895269751483385946712417832569,1,
000874000940500000067000000000096004700000000000280900800005609000100800500000720,351874296948562137267913458182396574796451382435287961824735619673129845519648723,1,
000000000000009013500400000700052609030001070002603500057004000000005006900010000,389127465476589213521436987714852639635941872892673541257364198148795326963218754,1,
000000000164790000000160072000810000000006098320000000080903007702000003090000006,275438619164792835839165472956817324417326598328549761681953247742681953593274186,1,
000002000004070000000541067608000005210000604000004000080030700030060208002805000,176382549854976321923541867648123975215798634397654182481239756539467218762815493,1,
400003900030000057980000060370000000000005100140008005009400001010700504000000300,457623918236189457981547263375214689698375142142968735569432871813796524724851396,1,
006974000000006200140003009000000000698000000203000016001069302000030000082401000,826974153935186274147523869514692738698317425273845916451769382769238541382451697,1,
900048000000010000800000000160200580009700160000600400500100800400006020602009000,976548231324917658815362974163294587249785163758631492597123846431856729682479315,1,
090007130002008000000000029001609000000000008009082006068001900005000000000030065,896257134132498657754163829581649372623715498479382516268571943345926781917834265,1,
010000003270040060408000009000470000040000020000000301700009000004080630032000100,916852473273941568458736219125473986349618725687295341761329854594187632832564197,1,
680000310000010208290000700020003000800900000000174000000040007000030800000200609,684792315753416298291358746429863571817925463536174982368549127972631854145287639,1,
100009000070800020000600408000000000062000874907000000209008500010005000000007900,128349756674851329395672418431786295562913874987524163249168537713495682856237941,1,
060000310004000002000002000009060803023001090000000020010004600800003700306017000,267948315584136972931752468179265843623481597458379126715824639842693751396517284,1,
000010400024007005009200080060000570008000002002000608005008010080000700000794000,357816429824937165619245387963482571178653942542179638795368214486521793231794856,1,
400000000800000003030400000007900350050070006900608040300100600001040000700006930,476832519812795463539461278687914352154273896923658147395187624261349785748526931,1,
100000302000143700000000040000000000000450000340076520070030006010609270093004000,154897362286143759739265148567312984921458637348976521872531496415689273693724815,1,
009003800000654070000900000300700096000001740000000000040010000003006508608007001,469173852812654379537982614381745296926831745754269183245318967173496528698527431,1,
503062000000000000240000050000000067800000300025000804000006001006010430304000008,573862149169754283248193756431285967897641325625379814982436571756918432314527698,1,
070060004600400000805000000000140008000009010904206007700908000000010006000072100,179865324632497851845321679527143968386759412914286537761938245293514786458672193,1,
062700000005400900000005802010000000948000000000008001006000007070269000080000040,862791534735482916491635872617524389948316725523978461156843297374269158289157643,1,
000007900706095000000160000040000010830470000001803500000610040060000807000004000,583247961716395482429168753247956318835471629691823574378619245164532897952784136,1,
000010078006580401003004000958600104601000000000850000070000000000040000400709005,594216378726583491183974256958637124631492587247851963375128649869345712412769835,1,
050200003008947000060005000900000000000050900000000702807002600000300090405090200,759261483318947526264835179971426358682753941543189762897512634126374895435698217,1,
800000007400950026000200900005003204046090300007600080000500000500370008000000002,829436517473951826651287943985713264146892375237645189768529431512374698394168752,1,
