Puzzle,Solution,Solution Count,
000002000054000000000400700000020090020358417000004000001200009098001500045730021,879562134354817962162493758487126395926358417513974286731285649298641573645739821,1,
010900080009038027000700009000086000800200060000351000000103000000000002067009318,713942685549638127682715439175486293834297561926351874258173946391864752467529318,1,
200006000700900402300107009009360080004700360003008004100000040000000800000000790,295436178761985432348127659519364287824791365673258914132879546957643821486512793,1,
030010500090052000001000709080060030720008010059000800000039000000007300000080000,237916584498752163561843729184265937723498615659371842812539476946127358375684291,1,
490060108102009007300000400000000003000000000003001800070602080000940201900018070,495763128162489537387125469219856743758394612643271895571632984836947251924518376,1,
036000205050800900004700060070000003000080000000040000000024000400000050800590037,736419285251836974984752361179265843645183729328947516517324698493678152862591437,1,
039000050200007600000000423000001700104709065000000090720005000000000000043200100,439612857258347619617958423962531784184729365375864291721485936896173542543296178,1,
070820005650000030280063007034080590000040803007000046000000020090030000000070000,473821965651497238289563417134786592965142873827359146748615329596234781312978654,1,
450000006800009000009205100000060800000480000600000040506013009100800530080090200,457138926812679354369245178241367895975482613638951742526713489194826537783594261,1,
000000700080356140004080000005200010300100080402070000007013000500700000200040000,653421798789356142124987563895234617376195284412678359967813425548762931231549876,1,
003907260026003004009000300700150000000000000205090000050300700000010000004200090,583947261126583974479621385738156429691432857245798136952364718367819542814275693,1,
918000004000000260000408005060000000000000000000516009800005090200867001400209500,918652374754391268623478915562983147189724653347516829836145792295867431471239586,1,
080609203906100000000020700000000020000000650000900008001307806705200090000000000,587649213926173485134528769653814927819732654472965138291357846745286391368491572,1,
000007500100000000070008000003000060820003790001080300200006930600150020005700010,342617589186495273579328146953271864824563791761984352217846935638159427495732618,1,
402900000580760020000400003900050700040396800200070004007000600000028000000000000,432985167581763429679412583918254736745396812263871954827539641194628375356147298,1,
091000408400900600630080500040016000080400930050000800000600000300200050000040200,591362478428957613637184592943816725786425931152739846275691384364278159819543267,1,
028030100000085000600002040800010000003006400000300690010590000000004000402800000,528439176147685329639172845864917532973256418251348697716593284385724961492861753,1,
000004287000521309000000000400700051001005490000000000000300000017002004000040820,159634287678521349243978516492783651731265498586419732824396175317852964965147823,1,
500000603703010400091000080000108300600000050004000809000050100007000904400003000,548792613763815492291634587975128346682349751134576829329457168857261934416983275,1,
150003000062000007004690010020004005070002090030500026000005000000100050000300004,157283649962451837384697512629734185571862493438519726846925371793146258215378964,1,
600030000003002000200750804000009050800000900000070640300068070090500206400000080,687431592543982167219756834164329758875614923932875641351268479798543216426197385,1,
000400000009000340082903010000701090007300200000085007000000450000002100025010008,513476829769128345482953716238761594657349281941285637196837452874592163325614978,1,
006000000200000090148000006000000401065000000000630002010800035004060200902005080,796582143253416798148397526329758461865241379471639852617824935584963217932175684,1,
063010000000078000700000500500040701018007900470800060600003000000050000350906000,963415827125678394784392516536249781218567943479831265642783159897154632351926478,1,
103004000800900006090000420005040000060250904409100083000000010000006800000800000,153624798842971356697583421785349162361258974429167583578432619214796835936815247,1,
000100005105600038000580096000300000000006000602000000501490000406802050300000009,869137245145629738237584196954378621713256984682941573571493862496812357328765419,1,
080000005000006000030000608007008400006507930023040500078020009000075000090000004,682394175415786293739152648957238416846517932123649587578421369364975821291863754,1,
906000000308000570570230100100003000700105680000029000000961800000070300000000090,926517438318496572574238169165783924792145683843629751237961845459872316681354297,1,
000040820000000000700020004007000050068072041005010360000000000086000010542000680,631745829824931576759628134417369258368572941295814367173286495986453712542197683,1,
900005067020731500005900000057080309068000100209100000000000006000020003000076020,913245867826731594745968231157682349468397152239154678572413986684529713391876425,1,
100003040050000000094000005000027000347006000000001000002090507000005160700010300,176253948853749621294168735961427853347586219528931476612394587439875162785612394,1,
020010400000005000000230007090070105048050903000040070000890000030007580001000020,823719456174685392569234817692378145748152963315946278257891634936427581481563729,1,
900040670000030004600075320750000900306014050100000002000000700009300060000000090,983142675275639184641875329754283916326914857198756432862591743419327568537468291,1,
000008000080370040000100000300061900860000000400900073000500700097010580640000000,914258367586379241723146895372461958869735412451982673138594726297613584645827139,1,
090700000076810050030046009050090000407005000000487000061900008085003000000060000,594732861276819453138546279853691742417325986629487135761954328985273614342168597,1,
000070005020006001000500000300080700601000020040605083070403600000000040060007132,493178265825396471716542398359284716681739524247615983178423659532961847964857132,1,
004070009000060300300000040900000020600703010080009004000600290000000070720000108,814372569279465381365891742931546827642783915587129634458617293193258476726934158,1,
000002910407500300000790005040009000023000000800000070004203000300017089080004000,568342917497561328231798645745839261623175894819426573974283156352617489186954732,1,
000000802500400006037900005086705304004020000790000020070600000000050600050030000,469571832521483976837962415286715394314829567795346128178694253943257681652138749,1,
009002140400870600000903200000000000680000000000080003001600027230009800806300900,379562148425871639168943275513796482684235791792184563941658327237419856856327914,1,
009200001000001008023900050000100080030008000000020600000607000571000000860000032,789254361456371298123986457247163589635798124918425673392647815571832946864519732,1,
000003082421000000000000056002000800670000031300050000000000017500060000104005023,756193482421586379893724156942317865675849231318652794269438517537261948184975623,1,
000000900057009000000000000060050140010046708009010360005300009800405070100008600,382574916657139824941682537768953142513246798429817365275361489836495271194728653,1,
600120000049000500000065000060010080805002006200030000590240000010003000000000030,658124397149378562327965841964517283835492716271836459593241678416783925782659134,1,
000700081000000070000000000710080602003206000800047090100008400009000060460900837,594763281638521974271894356715389642943256718826147593157638429389472165462915837,1,
100000960000000000000000743908074200007200809201008006360800000000000001804900600,173542968489763152526189743938674215647251839251398476362817594795426381814935627,1,
408000600000000000295000008300800146050002000004000203006430980503000002010005000,438597621167284539295613478372859146651342897984176253726431985543968712819725364,1,
400070000098050470207000000703000040009200038006000702000509020002000689000000500,435978261198652473267134895723815946549267138816493752671589324352741689984326517,1,
000000760804250010000000000602100004001602850500004001400007000000000543000301000,135489762874256319269713485682175934341692857597834621423567198716928543958341276,1,
104000029000000180000000007083201005000005070201009000009080000000000094017050003,164578329572394186398126457783261945946835271251749638639487512825613794417952863,1,
000306010000089200006500000002400301300100900000020000043050009900034802200000006,729346518415789263836512794562497381384165927197823645643258179971634852258971436,1,
000020504000000000000700006070290050400000000030805200000900000206004009008000370,187629534362458791594713826871296453425137968639845217713982645256374189948561372,1,
520000063000000450000003807008600000300000000060400120750000000846002500000700001,527184963183976452694253817478621395312598746965437128751869234846312579239745681,1,
200000063800703000004250001000008000000000480300000005000500007007000142061000030,275814963819763254634259871756148329192375486348692715423581697587936142961427538,1,
000004001010690040400030275002000500003750100000001060000009000009002000540000000,835274691217695843496138275162943587983756124754821369321489756679512438548367912,1,
050007008390480015000001230000008053009000000000540020000070040700920000005003000,152397468396482715487651239624718953519236874873549621968175342731924586245863197,1,
102000703080000100070001490000000009800000000240900807050407002000009381020103000,192648753483795126576231498637854219819372645245916837351487962764529381928163574,1,
039800602810040900020090500000000005000300400000004000040008001100065030006032800,739851642815246973624793518491687325257319486368524197543978261182465739976132854,1,
000260905000000060800001234000000150000900000000053028000000000350040810000620043,143267985925834761867591234238476159514982376679153428482315697356749812791628543,1,
802030504001047080007025030500000000000004009400300720070000000203000000000090140,862931574351647982947825631536279418728154369419368725174583296293416857685792143,1,
020800004090000000000000800900104200580200091000000403200983000010070008400502030,723865914895741362641329875936154287584237691172698453257983146319476528468512739,1,
001200000740000000906005104000501008009000000584000000007024000860107400090068200,351249786748613529926875134273591648619482357584736912137924865862157493495368271,1,
006500000591020003000007000000781000803002050000000000070896200060010079015000000,736549821591628743482137596659781432843962157127354968374896215268415379915273684,1,
000000000000003000030104009700200001210006700009000304027030800000008960000061000,495672183172983546836154279783245691214396758569817324627439815341528967958761432,1,
000000004000150000000608000030009010000015006000000542000000029082400605560903401,859732164326154978741698253635249817274815396198367542413586729982471635567923481,1,
050000000190250000000036700908020000020008000006009100500600001780000000001003800,653871429197254638842936715918327546425168397376549182534682971789415263261793854,1,
006234900192000000000000000085040690000300820000090450509600000004028000021000000,756234918192786345438951762285147693947365821613892457579613284364528179821479536,1,
090400000000080030000510008652008300000040005400000692000000010000321060080690000,893462157125789436764513928652978341319246785478135692936857214547321869281694573,1,
058000000607000000200980007000002000530060000000038000310000079009600058070020360,158347926697215483243986517781492635534761892962538741316854279429673158875129364,1,
080900000700000000020000000091006300000810750000530006300100020160070800072060900,684927531715483269923651478591746382236819754847532196358194627169275843472368915,1,
800002400006070009000300000123060700000010068000709003000001900000000004200048070,857192436316475829942386517123864795479513268568729143784631952691257384235948671,1,
000400500000270046807000030000000600700069008000300009206800000000690700000034002,162483597593271846847956231329748615754169328681325479236817954415692783978534162,1,
060107000000900005000036409100020000000000000009050002006000293501000604004700500,965147328413982765827536419158624937342879156679351842786415293531298674294763581,1,
327000000008000305000007600004358000002470000060100080500720010000000000016000000,327645891648219375951837624194358762832476159765192483583724916479561238216983547,1,
802070030000100000000682000700020090006005000908000020603500000005000700080901300,862479135479153286531682947714326598326895471958714623693547812145238769287961354,1,
000000000000000710470000860600004170800003040050087000030459000508030006001008000,185376924369842715472915863693524178817693542254187639736459281528731496941268357,1,
210680700700000000006000000000000020900570100003000008081000030032050609000300005,219683754748215396356497281865134927924578163173926548581769432432851679697342815,1,
060508070402000950000000060980203000070060045004080000007000080020000403000000600,169528374432176958758439162985243716273961845614785239347692581526817493891354627,1,
603070058908040000071000400400080000000460000050007090000601000100059806000030000,643172958928546137571398462412983675397465281856217394789621543134759826265834719,1,
060000058070500460000340002600005043083790000050000000005000000042000670000000809,264179358379528461518346792627815943483792516951634287895267134142983675736451829,1,
090200008600090070025010000000000790010008000000000000700000360032065001000302800,397256418681493275425817639248531796913678524576924183754189362832765941169342857,1,
