Puzzle,Solution,Solution Count,
000000000005090030062005000016000200040000000003426000500040970620700150037100400,398267514175894632462315789816973245249581367753426891581642973624739158937158426,1,
090007000080056090006300750010600930005703006038049000000000040000004075000008300,591827463387456192426391758712685934945713286638249517853972641269134875174568329,1,
000070030014008002000009000980003005002001000070080900000000059001000000007400203,869172534314658792725349861986723415452961378173584926648237159231895647597416283,1,
809030056007000300200000800100086005000053010008201007602000080000008200000000003,849132756517864392263597841134786925726953418958241637692375184375418269481629573,1,
803600000014000500600007000090400310008000007000050000001038000000010000730500090,873645129214983576659127483596472318148396257327851964961238745485719632732564891,1,
060829000280000000400000010000072003000001600010000900002300000106000000030068207,761829435283514796459736812698472153324951678517683924842397561176245389935168247,1,
050020008020000061306000000000356000000100000100890300605000000010400050430080092,951624738728935461346718529872356914593147286164892375685279143219463857437581692,1,
020500340500016900008300500800000009036080000000000001001409203080000000900003005,127598346543716928698342517815237469436981752279654831751469283382175694964823175,1,
000001020030000500020600879000030090000900387060000000807090200003520010005010900,976851423438279561521643879782135694154962387369487152817396245693524718245718936,1,
010000760040200093530000120054007001000016050200000000000060030000700000007052600,812593764746281593539674128654927381378416952291835476425169837963748215187352649,1,
015020740864000000000000800100704020000010000008300000000053010070800000600002304,915628743864537192237491865193784526746215938528369471482953617371846259659172384,1,
600000100100009605000000008900150400080473000005060000514030900090000701006000003,623785194148329675759614328967158432281473569435962817514237986392846751876591243,1,
003406001080907050000500000070040000000105000010000043950000307000000800840600510,523486971481937256769521438678342195394165782215798643956814327137259864842673519,1,
400000000018000000756000000090000051801000620000090000080640010204019500000058072,423985167918476235756123894392864751841537629675291348587642913234719586169358472,1,
030005080205800001060030000100080024000092000000000000000200300900100400020300098,431725689295846731768931245179683524346592817582417963814279356953168472627354198,1,
000005000000000004005002386000608000000000005004007230206300547030704060800050090,483965721621873954975142386752638419398421675164597238216389547539714862847256193,1,
000700580100580420025004000310000000400250007907100000200800000041000800090072000,634721589179586423825394176312947658486253917957168234263819745741635892598472361,1,
006000000820050003000190000000901400680000000900204005000840059200610040050000030,146378592829456713375192684532961478684537921917284365761843259293615847458729136,1,
805090000000000000010400090601023500200050004509100800106548000408019002000000000,865392741394671285712485396641823579283957164579164823126548937438719652957236418,1,
961000000000000030042010090037000000200000347600000210008700000700240100000800060,961538472875924631342617895137482956289156347654379218418763529796245183523891764,1,
090000030000000400321080056010820005000060000400000062540000000009032800103600000,894756231657213489321984756916827345235461978478395162542178693769532814183649527,1,
029005000000003000004819002300100800080000140000300005070000300000400090010900780,129765438768243519534819672395124867287596143641378925972681354856437291413952786,1,
109700000000906310038000000000007005500100036371000090900000050002000000015000679,129783564457926318638451927296347185584192736371865492943678251762519843815234679,1,
000000000000010063830746020018203000000000000020180090360000089200600004001920006,146352978752819463839746521518293647973564812624187395365471289297638154481925736,1,
600000800001000000870003015000076001000000020060800503300000000900061070008009302,653217894491685237872943615234576981589134726167892543346728159925361478718459362,1,
053170062000000018000020000010360000040000001608750030030000000501240000000500080,853179462279436518164825379915364827347982651628751934732698145581243796496517283,1,
806000000000704000300002007500080032003020500102005000000500060205000800000038070,876153429921764358354892617547681932683927541192345786738519264215476893469238175,1,
060500401000010020000300900040000000891400500030000000010086005980000300400003600,268597431359614728174328956547839162891462573632751894713986245986245317425173689,1,
900005003023060400050000060010000050000000004000050100004390007007400310090070006,946715823123869475758243961412937658635182794879654132264391587587426319391578246,1,
040900080003080001060000430090068000007000003010700040084000007900005000500010000,145923786723486951869571432492368175657194823318752649284639517971245368536817294,1,
009610005800003010003007602090006000100020009680000130000090020000800500000030000,749612385826453917513987642397146258154328769682579134435791826271864593968235471,1,
906000040000060803000000059007090301000300780800500000060800000300609400100005000,986253147541967823732184659257498361694312785813576294469831572375629418128745936,1,
050000600100406007060007108002574000090000000000190030007040001000038090000900000,758219643123486957469357128312574869594863712876192435937645281241738596685921374,1,
430900020000402600090600000081000000200300406000000008000060002009007000700800030,436971825178452693592683147681245379257398416943716258314569782829137564765824931,1,
070000304003080090100005006610000900007009000809006537900004000730000000060100000,576921384423687195198435726612753948357849261849216537981374652734562819265198473,1,
800002001302100007005000208001050002090000005000704000008970050000008000703010000,874392561362185497915467238431659782297831645586724913628973154159248376743516829,1,
008010000000000400003090010200050000004000700037400000050209038049001200000080050,428615379195372486673894512261957843984163725537428691756249138849531267312786954,1,
000005000000800156020100800050000720010006300000070004002004001000020468083000000,168745293947832156325169847856413729714296385239578614672984531591327468483651972,1,
604300800070000004803200000000000950700800002060005000000948060500020080200000000,624359871975681324813274596381462957759813642462795138137948265596127483248536719,1,
050030608000008517800067002000003005006900000000000020007000100005002703309005006,752139648693248517814567932921873465536924871478651329287396154165482793349715286,1,
576803000000150700100004800060000040800000000040008060000060095005009000009400183,576823419498156732132794856967512348853647921241938567784361295315289674629475183,1,
000004700800000902001970040500601400106009800407800000000095600000000050000000018,359264781874513962621978543582631497136749825497852136218395674743186259965427318,1,
900080007050000490800000500000945800000200000080070052074809000000706010010004000,946583127753162498821497563132945876567238941489671352274819635398756214615324789,1,
005004320000089400000630000800907200730000060000040900000200008003060000960000000,685174329372589416194632875846917253739825164251346987517293648423768591968451732,1,
000009602000006100000000080930007000056030009002001007069080000300005090080100200,473819652298546173615723984931467528756238419842951367169382745324675891587194236,1,
900040180060070000000080009640200900800000020000000005407000000100090574000000602,953642187268971453714385269645237918871459326392168745437526891126893574589714632,1,
009000402000020700000900000020000500000050910000184007968070250040500806052040070,719635482635428791284917365821769543476253918593184627968371254147592836352846179,1,
000570000600000500002000000080305402020000350503006800000400106300010000060700048,819573624637284519452961783781395462926847351543126897278459136394618275165732948,1,
100000403000000000040000010300500201000310005000067000069400030050270000002096004,126785493978134526543629817397548261684312975215967348869451732451273689732896154,1,
000403000000092000000860000010000000870000021960004073600000009003200600100740032,581473296746592318239861754312987465874635921965124873627358149453219687198746532,1,
003090006000003080000120000876000000032710060005000003000508090057039000000000032,543897126291653487768124359876342915932715864415986273324568791157239648689471532,1,
000005000039000000000000700092030060005062000160050300600023108020070006070008002,746315289239784651518296743492137865385462917167859324654923178823571496971648532,1,
403000270510000000080070040009000000070300000201090850000084020004200100800000300,463819275517426938982573641359148762678352419241697853136984527794235186825761394,1,
430609802800000000006000400300080010000060008190004006001000500040000000905028001,437619852829345167516872493364287915752961348198534276681793524243156789975428631,1,
005007000000000008600035000000002000000513007100700306206000084750800200003006000,915487632374629518682135479537962841468513927129748356296351784751894263843276195,1,
019020000800700401000000000240100730000000000000000129300000070180009300024003806,619324587832765491475981263248196735591237648763458129356812974187649352924573816,1,
070006900080070261002090074001000000450000000000401080007029000005000000109800002,574216938983574261612398574731982456458763129296451387347629815825147693169835742,1,
591040020000000006002500000040006803300000100000800200806000091910000000004050000,591643728473982516682517934145296873328475169769831245856724391917368452234159687,1,
040000901807000300000700040015080009000090030300006000000379080150004000000500000,542638971867941352931725648615483729284197536379256814426379185153864297798512463,1,
010000900020760003003000462000000327000600000435000010370020000009300001000010004,816243975924765183753198462168459327297631548435872619371524896649387251582916734,1,
004006000000809000000310600082050000146208300053100002009030006001000009020004000,314726598265849713897315624782453961146298357953167842479531286531682479628974135,1,
000503006040106000700080300000000800000900460008064079067045008000000150000000000,981523746543176982726489315694751823275938461318264579167345298832697154459812637,1,
086004009004008026320000070047092080000507000000000064078300000000006097000000030,786234159914758326325961478147692583863547912259183764678319245531426897492875631,1,
060301807000000000000067250003908020200003000000070305000000079008109600002000003,465321897721895436389467251653918724217543968894672315136284579578139642942756183,1,
500030190007008000048010705080003010030009007000000000000600400060000089170000503,526437198917258346348916725789543612234169857651782934893625471465371289172894563,1,
050030491130009000000020000007900100000000040000000309510000200072800005040007800,256738491134569728789421563867943152395182647421675389518396274672814935943257816,1,
600200010004900006000050904000100005900000000020570000000000078010020460790800201,639248517254917836187356924463182795975463182821579643542691378318725469796834251,1,
370005000060000480000900200937000000540802000000070000090040000000507060400206000,372485619169723485854961237937654821541832796628179543796348152283517964415296378,1,
000000870017608004009000010006009203904036081200800040000000000001004000000901002,542193876317658924869427315186749253954236781273815649498562137621374598735981462,1,
005410000030906000006003401000050700000004060000001005309000004050000098040080100,725418936134926587896573421463852719518794362972631845389165274251347698647289153,1,
006200000000081400000009000100900024000000800000024000028600501500000040400100079,846273915392581467751469382185936724234715896679824153928647531517392648463158279,1,
108005000000002300605307100003700090900006000007050801009000003000000000000080057,138465729794812365625397148513748296982136574467259831879524613356971482241683957,1,
040030500008000107020008040000020000000000005030040800601080002080003001052170000,147936528968452137523718946796825413814397265235641879671584392489263751352179684,1,
040067000000030540002000700700096230000000004003010000920000010000040067000070305,349567182178239546562481793754896231691325874283714659927653418835142967416978325,1,
300000985000003002000895000001070003000080070003210008000000200090000000800040031,364127985958463712217895364681579423529384176743216598136758249492631857875942631,1,
010005002005000908040230000000100000501324000000950000090780001407590803000000000,719845632235617948846239517964178325581324796372956184693782451427591863158463279,1,
000800000080000005042000709900007000003000008200005003500009007104070300000020490,715892634389764125642153789968237541453916278271485963526349817194678352837521496,1,
000080003003001080409000000028090100067000000000060892076000300000704009100006000,712685943653941287489372561528493176967128435341567892276859314835714629194236758,1,
090100040004700102800000000000009254005830000109020800000300907000000510007000023,792186345654793182813245679378619254265834791149527836421358967936472518587961423,1,
000790500790831000800020000380004070004000900050000040209070000001040008070100000,423796581795831264816425397382954176164287953957613842249378615631549728578162439,1,
